UTC Time,Latitude,Longitude,Altitude(m),Velocity(m/s),Satellites Used
2026-03-22 06:46:05,32.12520903462067,34.73742705703557,3754.1203379831486,24.010921695293995,7
2026-03-22 06:46:06,32.12528296153441,34.73730000476234,3780.022082920579,29.700053395108835,7
2026-03-22 06:46:07,32.1253430761741,34.73717980141077,3761.4243039467838,22.785525960644318,7
2026-03-22 06:46:08,32.125361419715176,34.73724489128752,3774.5682890825115,14.651878187483062,7
2026-03-22 06:46:09,32.125271664681826,34.73714880776168,3787.004304147947,18.3340384649589,7
2026-03-22 06:46:10,32.125295438915614,34.737053265635204,3792.6220564978203,10.949808575335702,7
2026-03-22 06:46:11,32.1252874801749,34.73712527543757,3780.9004292967616,13.579594260461922,8
2026-03-22 06:46:12,32.125251422335445,34.73695234532749,3810.4009436865726,33.954314355044794,8
2026-03-22 06:46:13,32.12527085542639,34.73686471114178,3808.2199174088837,8.824580991499278,8
2026-03-22 06:46:14,32.1252639674,34.7368524267131,3819.2756201660336,11.142622924751674,8
2026-03-22 06:46:15,32.12528340699349,34.73680413024591,3820.0894943812054,5.109807930524642,8
2026-03-22 06:46:16,32.12528316598806,34.73675378290252,3803.777165261839,16.990931233845078,8
2026-03-22 06:46:17,32.12520902187647,34.736708765645986,3825.793466253749,23.884377349976585,8
2026-03-22 06:46:18,32.12511748630109,34.73661719339551,3855.2144404123856,32.303350174670086,8
2026-03-22 06:46:19,32.125267249493824,34.7364811333826,3853.702973572949,21.05848731719392,8
2026-03-22 06:46:20,32.2413664759273,34.72766981360335,-3441.8174978728425,14821.335238170112,5
2026-03-22 06:46:21,32.12515288065003,34.736420043217755,3840.573466383616,14825.566517942163,8
2026-03-22 06:46:22,32.15403222181307,34.72258309358606,-1483.3188709154701,6348.861671639286,7
2026-03-22 06:46:23,32.125046450290306,34.73639449494867,3800.7728861254636,6321.015244533218,8
2026-03-22 06:46:25,32.12508869242387,34.73623494241122,3867.4983668109817,0.0,7
2026-03-22 06:46:26,32.12516690681438,34.73622131656653,3854.9742498316123,15.291277765564278,8
2026-03-22 06:46:27,32.125200673914726,34.735844359424114,3872.6394840471726,39.91182150422314,8
2026-03-22 06:46:28,32.154109026196785,34.722063000254366,-1462.844409615375,6359.139117153405,7
2026-03-22 06:46:29,32.15420181992441,34.72204238078249,-1489.6625725527606,28.78936415046178,7
2026-03-22 06:46:30,32.15415419198394,34.722009726521385,-1480.9348738533738,10.655417029607479,6
2026-03-22 06:46:31,32.15416124168817,34.7219728503789,-1490.9311217242516,10.612799830528662,7
2026-03-22 06:46:32,32.12504777632877,34.73584966040597,3877.518626225603,6400.107608552113,8
2026-03-22 06:46:33,32.12502197457286,34.735633769881446,3892.49543275125,25.456678113876464,7
2026-03-22 06:46:34,32.1248448506216,34.73567184742662,3924.1136934100205,37.40171957890733,7
2026-03-22 06:46:36,32.125076078034105,34.73533669590994,3922.9504984304976,0.0,8
2026-03-22 06:46:37,32.154127354133614,34.72134384973339,-1446.0500106726088,6399.356705881517,7
2026-03-22 06:46:38,32.12480287856722,34.73541384582756,3907.2789670126404,6403.059294459119,8
2026-03-22 06:46:39,32.154164486950144,34.72118291052049,-1456.9880863478918,6417.456194337995,7
2026-03-22 06:46:40,32.15415389306068,34.721130608358855,-1453.097119178683,6.391509455057828,6
2026-03-22 06:46:41,32.15418840532494,34.721013341726064,-1467.7925819784577,18.78603025663565,6
2026-03-22 06:46:42,32.124909184582314,34.73494960484919,3946.7952325325855,6449.25206168407,7
2026-03-22 06:46:43,32.124815532511505,34.73499534526864,3960.098278584926,17.424311048475353,7
2026-03-22 06:46:45,32.154093490412976,34.72067060036601,-1411.5964571579345,0.0,7
2026-03-22 06:46:46,32.15410144099522,34.72057464336296,-1399.0827665094298,15.468467670875823,7
2026-03-22 06:46:47,32.1248440804207,34.73453456193124,3970.8603968191687,6411.0605870088175,8
2026-03-22 06:46:48,32.12488207588331,34.73456081959233,3977.110657399389,7.936424257831799,8
2026-03-22 06:46:49,32.1250052473169,34.73434530893941,3964.8539867800264,27.4062495328572,8
2026-03-22 06:46:50,32.1248482153408,34.734284899349184,3990.8354032884527,31.798854511521302,8
2026-03-22 06:46:51,32.12467823151795,34.734437246320006,4015.834706079965,34.46223076211296,8
2026-03-22 06:46:52,32.12486042690818,34.73447708802188,3958.96221970033,60.47582051713581,7
2026-03-22 06:46:53,32.12460869386556,34.73458050221986,3991.238672939474,43.787102172580745,8
2026-03-22 06:46:54,32.1248188502795,34.734381003683794,3964.484552498397,40.17946338764791,8
2026-03-22 06:46:55,32.15393171850896,34.72017086230453,-1362.9221573042064,6372.264392692309,7
2026-03-22 06:46:56,32.15395346169833,34.72015721058524,-1382.574525051757,19.84147705179378,7
2026-03-22 06:46:57,32.15394615079915,34.7200503450578,-1383.1158448062827,10.125983817418192,7
2026-03-22 06:46:58,32.124417759338726,34.7343643069927,4010.5401735864243,6453.076360107979,8
2026-03-22 06:46:59,32.12425816007835,34.73436786883862,4045.8683799668356,39.51967498104033,8
2026-03-22 06:47:00,32.124236657229,34.73429733578089,4041.8823373024097,8.120236969080485,8
2026-03-22 06:47:01,32.15380609172087,34.71988086026817,-1373.7248388880207,6475.772102365146,7
2026-03-22 06:47:02,32.12418713789894,34.73428944309025,4043.8977943314,6480.084305906461,8
2026-03-22 06:47:03,32.12383223801658,34.73427076551249,4088.1064291833777,59.23067128414426,8
2026-03-22 06:47:04,32.15372124174083,34.71970695901322,-1376.9724740727559,6538.025312202891,7
2026-03-22 06:47:05,32.12366421398715,34.734184114057236,4121.969276141024,6574.086721621909,7
2026-03-22 06:47:09,32.208343561531066,34.6951078964741,9062.731426786437,0.0,9
2026-03-22 06:47:10,32.12367729062412,34.73383239972593,4080.3398885356296,11248.186087562115,8
2026-03-22 06:47:11,32.123755897968245,34.733730655540576,4064.5492310221766,20.43828653816234,8
2026-03-22 06:47:12,32.153608398235,34.71910257661432,-1392.9518571042624,6530.91199872392,7
2026-03-22 06:47:13,32.153350947573266,34.71900857214137,-1362.7791765081604,42.46957617946571,7
2026-03-22 06:47:14,32.153265559600406,34.71892826823522,-1360.2273444394525,12.38920178942392,7
2026-03-22 06:47:15,32.153231298635134,34.71897283281619,-1345.65953295836,15.630582978285483,7
2026-03-22 06:47:16,32.15327004840405,34.71896839884129,-1363.2652375227453,18.127094646927098,7
2026-03-22 06:47:17,32.15299987435076,34.718853550054206,-1311.7510334046667,60.56598650066057,7
2026-03-22 06:47:18,32.14743481116661,34.67903150628111,4485.776321693126,6936.325414012916,6
2026-03-22 06:47:19,32.15315353098243,34.71857154768493,-1345.4952493050125,6951.760015612366,7
2026-03-22 06:47:20,32.15305524345538,34.718602038618414,-1342.5445827591661,11.649706964986034,7
2026-03-22 06:47:21,32.15313319759488,34.71832092142654,-1343.5321214523829,27.904317249981048,6
2026-03-22 06:47:22,32.153071038886935,34.71836275106444,-1346.5494331464463,8.494623692902298,7
2026-03-22 06:47:23,32.15302103817896,34.718269576955386,-1345.09446681538,10.491496389116929,6
2026-03-22 06:47:24,32.24041438168842,34.72264914615849,-3147.5717276045493,9862.543384266524,7
2026-03-22 06:47:25,32.240419520097255,34.72242594634969,-3131.8556792322747,26.256070259999998,7
2026-03-22 06:47:26,32.240387829809286,34.72245685492338,-3130.638281123302,4.72191994156091,7
2026-03-22 06:47:27,32.24039960247728,34.72239736534673,-3128.7873135581235,6.04419541918054,7
2026-03-22 06:47:28,32.24036576655011,34.722349411237445,-3129.4665942901956,5.910281828165491,7
2026-03-22 06:47:29,32.24033542970902,34.72235829685454,-3121.040475479575,9.1107634561686,7
2026-03-22 06:47:30,32.2265415452217,34.665169987465866,5257.504163070798,10079.887327392098,8
2026-03-22 06:47:31,32.24028844009298,34.722320180452435,-3078.259902405864,10041.646166275128,7
2026-03-22 06:47:32,32.22671223321543,34.66474662196838,5189.209863989139,10003.730009664936,8
2026-03-22 06:47:33,32.207032222227404,34.69408256544998,9043.404821469718,5224.280153037535,9
2026-03-22 06:47:34,32.20710435856853,34.69403315719127,9058.64356914957,17.836763421988977,9
2026-03-22 06:47:35,32.12264786616585,34.73255507859017,4159.257149718966,11185.98524670876,8
2026-03-22 06:47:36,32.12267878913987,34.732443044819604,4161.020849425146,11.26070780594265,7
2026-03-22 06:47:37,32.12269928381121,34.73228630189523,4197.2138765264035,39.16858651722165,7
2026-03-22 06:47:38,32.12264986911222,34.73223880362196,4175.200466454623,23.125145523108355,7
2026-03-22 06:47:39,32.122755482943646,34.73211061138642,4199.628469072616,29.67486758195621,7
2026-03-22 06:47:40,32.1227137230966,34.73211133593466,4196.264957296605,5.726227086450841,7
2026-03-22 06:47:41,32.12268806346723,34.73204820016413,4217.965274753613,22.683793001159305,7
2026-03-22 06:47:42,32.1531025083829,34.71691339412099,-1318.6829675053564,6638.855898205353,6
2026-03-22 06:47:43,32.153106944347414,34.71676167178509,-1295.0442631181215,27.637002348008643,6
2026-03-22 06:47:44,32.15317447377453,34.71667083872503,-1287.1382232683986,13.854677612570816,6
2026-03-22 06:47:45,32.24074534073781,34.7208513080474,-3043.6693689819845,9872.951749710413,7
2026-03-22 06:47:46,32.153251399500746,34.716475243102856,-1288.713503122226,9865.039583338543,6
2026-03-22 06:47:47,32.22314943231055,34.74602108494711,5009.716198239541,10370.660920650509,8
2026-03-22 06:47:48,32.226747637125484,34.663802744013786,5261.025569498765,7770.612710494713,8
2026-03-22 06:47:49,32.24082938737236,34.72038431529913,-3052.450132596025,10000.1703955665,7
2026-03-22 06:47:50,32.15346025748205,34.71607596634222,-1292.962125474546,9851.970874858334,6
2026-03-22 06:47:51,32.241002241469594,34.72030235112849,-3003.4424800265247,9861.912289707674,7
2026-03-22 06:47:52,32.153581328448944,34.715805838595045,-1283.6158563334682,9851.40328368869,6
2026-03-22 06:47:53,32.11880699862141,34.73310613173616,5023.934161554683,7571.625541135997,7
2026-03-22 06:47:54,32.11866411014338,34.73299687883833,5060.151269274874,40.86079047801562,7
2026-03-22 06:47:55,32.11861533045913,34.73298806087075,5082.896496002823,23.395390480709132,7
2026-03-22 06:47:56,32.07304307215573,34.72345159515488,3927.6483010032225,5264.936896194535,6
2026-03-22 06:47:57,32.12311561552998,34.73060742659999,4282.494755833829,5608.254984467782,7
2026-03-22 06:47:58,32.12315860179999,34.73043185668905,4294.403286036299,20.96260570689599,7
2026-03-22 06:47:59,32.15385752102861,34.714972367317664,-1280.0746335533706,6693.078714093852,6
2026-03-22 06:48:00,32.12325574700575,34.73024342570363,4274.590761573331,6667.227950097553,7
2026-03-22 06:48:01,32.123275357075634,34.72989371018133,4319.471589627693,55.76365140420833,7
2026-03-22 06:48:02,32.12318063074529,34.729980069621135,4323.651147379741,13.94483493410393,7
2026-03-22 06:48:03,32.12321118774201,34.72993493271493,4314.873458646706,10.330154677167103,7
2026-03-22 06:48:04,32.12326036498965,34.729817453451986,4319.249001311394,13.114552052851778,7
2026-03-22 06:48:05,32.12334692666082,34.72960752628392,4333.3887615963995,26.175667596516867,7
2026-03-22 06:48:06,32.22346424127517,34.743880088370496,5071.888610864994,11215.918844891206,8
2026-03-22 06:48:07,32.12335470261291,34.72970245345349,4314.047134412204,11215.264773449677,7
2026-03-22 06:48:08,32.12337039806425,34.72958191483794,4321.772346495433,13.866263164222952,7
2026-03-22 06:48:09,32.22326793822276,34.74364699944593,5078.3533428023575,11190.623611974073,8
2026-03-22 06:48:10,32.223224685757835,34.74355084196013,5096.234611600672,20.617242397499698,8
2026-03-22 06:48:11,32.22322855490918,34.74345369731017,5099.600870112129,9.77262738611738,8
2026-03-22 06:48:12,32.15420752484333,34.713836469412044,-1217.3426882910687,10311.36983915256,6
2026-03-22 06:48:13,32.154325327715235,34.71370151733193,-1215.8403408923923,18.29874368647197,6
2026-03-22 06:48:14,32.15424614434699,34.71380263866451,-1262.2478724014472,48.18391502825534,6
2026-03-22 06:48:15,32.15417900556467,34.71371776887894,-1212.9701778631331,50.475451254824634,7
2026-03-22 06:48:16,32.15434303737391,34.71367948957971,-1218.7083960108419,19.40850008156725,7
2026-03-22 06:48:17,32.066814240704986,34.70973713385228,489.1949735844477,9861.549301433253,6
2026-03-22 06:48:18,32.15415637537751,34.71388074805791,-1194.2541028892745,9837.720660000014,7
2026-03-22 06:48:24,32.24182990738172,34.71821932894657,-2833.4171484542585,0.0,5
2026-03-22 06:48:25,32.15408495264497,34.71416273982345,-1155.2104510339943,9878.120276252705,6
2026-03-22 06:48:26,32.15380701325511,34.71429716680872,-1122.948676864547,46.38041546085856,6
2026-03-22 06:48:27,32.15389774943982,34.714334428337466,-1126.9122434194285,11.36938753834876,6
2026-03-22 06:48:29,32.15417667819092,34.714427714128696,-1182.6757641158192,0.0,6
2026-03-22 06:48:33,32.06665175997278,34.71080718065026,552.8836375086031,0.0,6
2026-03-22 06:48:34,32.15370840264014,34.71474556879333,-1134.4808126922135,9806.570241921532,7
2026-03-22 06:48:35,32.11841417531436,34.73288665358289,5220.262737144987,7657.789129753693,8
2026-03-22 06:48:36,32.11862110174068,34.73294482221224,5204.835038210978,28.20590585873976,8
2026-03-22 06:48:37,32.11844981133969,34.7329549867018,5173.130471409224,36.97932445928999,8
2026-03-22 06:48:38,32.07435343367204,34.72688112232091,4855.581962718846,4937.3862475342585,7
2026-03-22 06:48:39,32.0744012422665,34.72697371288261,4838.408780612691,19.990158295954373,7
2026-03-22 06:48:40,32.074215139502414,34.72695009033381,4813.508124909237,32.42746552715596,7
2026-03-22 06:48:41,32.21831593062812,34.74667276499073,5861.885123964377,16134.82069466732,7
2026-03-22 06:48:42,32.11889816872351,34.73310987953228,5121.082051281989,11132.65022370341,7
2026-03-22 06:48:43,32.074045552013835,34.726966199453145,4768.48463208119,5023.62103909895,6
2026-03-22 06:48:44,32.07402715541889,34.727066062873675,4752.166323270167,18.960224884193654,6
2026-03-22 06:48:45,32.119147456214215,34.73315539067443,5049.7289946596575,5048.89209707013,7
2026-03-22 06:48:47,32.0659225154914,34.71153403365572,497.9791588257194,0.0,6
2026-03-22 06:48:48,32.06588286557543,34.71174508600111,546.3283839061555,52.4804783210503,6
2026-03-22 06:48:49,32.06579705681531,34.711724371657105,529.4741813539961,19.45364117273741,6
2026-03-22 06:48:50,32.06588090190176,34.71189269576884,554.9747508632381,31.454743855004253,6
2026-03-22 06:48:51,32.153519566138485,34.71567782449062,-1099.6521271034524,9864.052674118953,7
2026-03-22 06:48:52,32.14964714137279,34.71770448859637,-419.7425551400131,826.5420735877397,7
2026-03-22 06:48:53,32.06668336211668,34.71402224953152,1134.0682569525172,9337.020374017988,6
2026-03-22 06:48:54,32.06674356667532,34.71400502214633,1112.1086251535116,23.0099261915629,6
2026-03-22 06:48:55,32.06677959203257,34.714022974346285,1109.8934949214686,4.872895154689389,6
2026-03-22 06:48:56,32.06672271763568,34.71401234737369,1115.4264041372821,8.450359448326916,6
2026-03-22 06:48:57,32.06687367388296,34.714013803392675,1099.2985739241917,23.24705200653708,6
2026-03-22 06:48:58,32.066806570494315,34.71400075590916,1114.1406583434043,16.649113827947147,6
2026-03-22 06:48:59,32.06675385849475,34.71396067689819,1101.168796137215,14.723234069737268,6
2026-03-22 06:49:00,32.06687731763587,34.71393775161679,1105.7411604127676,14.597225676201356,6
2026-03-22 06:49:01,32.06674148459396,34.713909358044994,1117.5350560809027,19.319351142268324,6
2026-03-22 06:49:02,32.245354606392745,34.730228813302425,279.19979019853514,19885.91945951034,7
2026-03-22 06:49:03,32.24207509252699,34.72139931015994,-2126.4537447349,2571.3026356321243,7
2026-03-22 06:49:04,32.24210435720823,34.721363976937226,-2105.7435376163066,21.225412017877673,7
2026-03-22 06:49:05,32.153473184543294,34.71561235245664,-1055.6620265834013,9896.703035999803,6
2026-03-22 06:49:06,32.12105170168157,34.73226596324774,4680.236994096714,6950.08741428703,7
2026-03-22 06:49:07,32.21974417842698,34.74521416445245,5375.936245236085,11042.567380115945,8
2026-03-22 06:49:08,32.12115533041024,34.73207702999081,4683.914167401977,11032.922753473977,8
2026-03-22 06:49:09,32.12115770833434,34.73199558688905,4670.818476364596,15.189568242931278,8
2026-03-22 06:49:10,32.22450054559432,34.66551142408409,5380.163725628098,13092.588299863011,8
2026-03-22 06:49:11,32.25185346842346,34.748898681614556,5583.801537399308,8433.79866280457,5
2026-03-22 06:49:12,32.12105616545459,34.73179743777406,4633.224563176769,14636.132945586834,8
2026-03-22 06:49:13,32.121334629875186,34.731612113470625,4646.445237712036,37.894216175141516,8
2026-03-22 06:49:14,32.1210926974408,34.73163850212488,4623.277794640037,35.54874099939362,8
2026-03-22 06:49:15,32.12087218032486,34.73166420625821,4647.951845357248,34.83559547183442,7
2026-03-22 06:49:16,32.12074597075535,34.73150363629416,4673.355252715375,32.73272222503455,8
2026-03-22 06:49:17,32.15273090128401,34.71483486027336,-1024.6414954645336,6894.127674591333,6
2026-03-22 06:49:18,32.15280774601961,34.71471235113543,-1021.5829085185054,14.67875974336817,6
2026-03-22 06:49:20,32.15282091089743,34.7144362308433,-1054.525952085714,0.0,7
2026-03-22 06:49:21,32.152592818054195,34.71439072678297,-1011.0521277566908,50.4769985042012,6
2026-03-22 06:49:22,32.15235382966365,34.71428588239076,-969.5745447951767,50.20243350233166,7
2026-03-22 06:49:23,32.1528788361116,34.71413841557824,-1051.8844087325117,101.76739698340965,7
2026-03-22 06:49:25,32.15218652864,34.7140074517681,-1018.2910791581747,0.0,7
2026-03-22 06:49:26,32.07197945649122,34.72464312210084,4400.674071732848,10465.16791369803,6
2026-03-22 06:49:27,32.064151367107996,34.71015441857094,537.3119077114322,4189.595886988063,6
2026-03-22 06:49:30,32.151838143786094,34.71383704238233,-925.2292044626466,0.0,6
2026-03-22 06:49:32,32.24001408422908,34.717197049947124,-2463.288038786141,0.0,5
2026-03-22 06:49:33,32.23983415231635,34.716669819494264,-2547.4465323351315,99.7374657943837,5
2026-03-22 06:49:34,32.250178287085376,34.74697270010881,5652.528125846642,8758.73339186417,6
2026-03-22 06:49:35,32.25112122014206,34.71548538304272,-27.601018679751114,6409.907931910662,6
2026-03-22 06:49:37,32.25080842976699,34.71543966651811,-72.11622177962904,0.0,7
2026-03-22 06:49:38,32.2221841004516,34.66425996593192,5437.795376397029,7983.135467053422,8
2026-03-22 06:49:39,32.22244680357716,34.66409382898612,5361.79718890702,82.89437951718854,8
2026-03-22 06:49:40,32.1517085649828,34.71272142674238,-972.7312323098383,11078.902936733493,7
2026-03-22 06:49:41,32.15135388871856,34.71272665296862,-918.2480847200145,67.19400271050671,7
2026-03-22 06:49:43,32.222083109311455,34.66405249912163,5386.380047216507,0.0,8
2026-03-22 06:49:44,32.22192001942729,34.66384582042452,5368.4704087942555,32.07163664065657,8
2026-03-22 06:49:45,32.15129606622317,34.71249462257602,-910.3970795846649,11039.052359862346,7
2026-03-22 06:49:46,32.22158265878183,34.66409761620604,5379.957074824586,11009.217160622413,8
2026-03-22 06:49:47,32.200810997665435,34.69561877660117,9306.359331143329,5439.274466868746,9
2026-03-22 06:49:48,32.200831884321246,34.69564551213016,9307.604395539916,3.6473753986092325,9
2026-03-22 06:49:49,32.200693391316115,34.69555841189633,9337.589598670493,34.68860624902706,9
2026-03-22 06:49:50,32.22171614100766,34.66375170305456,5341.995491894082,5515.819152161948,8
2026-03-22 06:49:51,32.22129016966085,34.66383573468007,5416.9145683505885,88.9424770555413,8
2026-03-22 06:49:52,32.22121682148376,34.663953780247546,5427.921949087311,17.64839527834455,8
2026-03-22 06:49:53,32.11779595305211,34.72958096584966,4915.884772877043,13052.791614987109,8
2026-03-22 06:49:54,32.1179498648543,34.729591386760056,4892.658406716595,28.8473346921259,8
2026-03-22 06:49:55,32.20044254887816,34.69546152074812,9325.679015811877,10672.638549276715,9
2026-03-22 06:49:56,32.20013333734159,34.69546984216948,9354.845739710952,45.060850980501385,9
2026-03-22 06:49:57,32.200033724996366,34.69551517174946,9365.040936235304,15.640896183231364,9
2026-03-22 06:49:58,32.19996930443713,34.695507044862346,9361.399051484985,8.064364794785899,9
2026-03-22 06:49:59,32.22088103513728,34.66377572352196,5392.997380502266,5487.072962304409,8
2026-03-22 06:50:00,32.22080819952175,34.66395401314568,5428.319573935016,39.949282789352615,8
2026-03-22 06:50:01,32.15059587188226,34.711759176568485,-841.9985390992067,10968.952742037984,7
2026-03-22 06:50:02,32.221015747881964,34.66388402863668,5394.662956397569,10968.83174373213,8
2026-03-22 06:50:03,32.24924631213113,34.71409154110854,-45.32085734894943,7862.155826879005,7
2026-03-22 06:50:04,32.22092154566029,34.66397934369249,5427.992066789994,7884.032653170838,8
2026-03-22 06:50:05,32.22102624275715,34.663838376583655,5399.503418011698,33.51871232779747,8
2026-03-22 06:50:06,32.22086208306263,34.663926197425134,5426.46512608037,33.57865598246056,8
2026-03-22 06:50:07,32.2208707660302,34.664194609442596,5432.858334644221,26.135949152490596,8
2026-03-22 06:50:08,32.15077950528499,34.71173820458332,-866.269605968131,10965.800183897927,7
2026-03-22 06:50:09,32.1509087815961,34.711691341263155,-879.0650952423842,19.715756942062473,6
2026-03-22 06:50:10,32.24906787783262,34.71418768076438,-62.34845238965148,10917.221843138583,7
2026-03-22 06:50:11,32.15092110838476,34.711584448208654,-872.0948905993563,10915.567795459676,7
2026-03-22 06:50:12,32.15075992844088,34.71172278924629,-810.9769378109592,65.00037361481705,7
2026-03-22 06:50:15,32.238915822439836,34.71467428004843,-2256.8948520311105,0.0,10
2026-03-22 06:50:16,32.23892654011085,34.714933808460934,-2253.1246997785393,24.76867409426228,10
2026-03-22 06:50:18,32.23898496549881,34.7147434724751,-2243.1801924775073,0.0,10
2026-03-22 06:50:19,32.23906660959174,34.71481810729595,-2271.584494940231,30.629358962236427,10
2026-03-22 06:50:20,32.23901155587269,34.7145800534809,-2203.0703003058,72.34954004109727,10
2026-03-22 06:50:31,32.22061743652787,34.66385223207637,5381.209766179146,0.0,8
2026-03-22 06:50:32,32.199272794348424,34.69650242937516,9364.811692312205,5566.0950514484375,8
2026-03-22 06:50:34,32.18140758101906,34.76134724459977,-4072.183842801288,0.0,8
2026-03-22 06:50:35,32.19924369248719,34.69645115134965,9380.397955180795,14911.972008386694,8
2026-03-22 06:50:37,32.18637240682871,34.754726192111725,-1193.8141609491406,0.0,8
2026-03-22 06:50:38,32.19917784001369,34.696488212706726,9393.537419720586,12012.776095680074,8
2026-03-22 06:50:43,32.23928519874974,34.71401358976908,-2076.400872616812,0.0,10
2026-03-22 06:50:44,32.239307556269985,34.713909547493905,-2086.6370508516793,14.387852819423413,10
2026-03-22 06:50:45,32.23917680530285,34.713896191532235,-2127.198802627196,43.09203883742165,10
2026-03-22 06:50:46,32.23932432953579,34.713933122932474,-2088.9972260143686,41.70024538343156,10
2026-03-22 06:50:47,32.239311246778136,34.71384219309859,-2084.5883491253053,9.743505336354538,10
2026-03-22 06:50:48,32.23927551894201,34.71381362003217,-2107.6135496342226,23.517933456883032,10
2026-03-22 06:50:53,32.2393046203965,34.71372365323501,-2070.335352360789,0.0,10
2026-03-22 06:50:54,32.23933314259463,34.71355557562692,-2060.8491868420524,18.728394514322627,10
2026-03-22 06:50:56,32.220130197499216,34.66388867859967,5398.935378162392,0.0,8
2026-03-22 06:50:57,32.2199044223787,34.664272617589894,5445.90314097296,64.38942279731474,8
2026-03-22 06:50:58,32.21976244532016,34.66420138367584,5450.772956544546,17.809549350338283,8
2026-03-22 06:50:59,32.21965493376238,34.664106436935626,5466.145706375898,21.423034804700826,8
2026-03-22 06:51:03,32.238662812349595,34.71291564386772,-2053.439264551835,0.0,10
2026-03-22 06:51:05,32.21905638540322,34.66385702640367,5444.551121410299,0.0,8
2026-03-22 06:51:07,32.218753459460444,34.66377764041554,5430.009018249621,0.0,8
2026-03-22 06:51:08,32.21136642427428,34.73969314805113,5902.0954106823165,7225.259878415464,8
2026-03-22 06:51:09,32.211293902657005,34.73957886497782,5896.591887714257,14.53885868670315,8
2026-03-22 06:51:10,32.24035548099182,34.72057562707429,123.99583466991045,6850.539310156489,6
2026-03-22 06:51:14,32.239789600277675,34.72018838843962,114.58499678221752,0.0,5
2026-03-22 06:51:15,32.23970890922067,34.72012463285947,104.38252525520647,14.84130995328322,5
2026-03-22 06:51:16,32.24550678977505,34.71118315029113,-99.69731407479577,1079.4054093066381,7
2026-03-22 06:51:17,32.217090847465336,34.663503935525256,5493.867591169734,7838.292813941634,8
2026-03-22 06:51:18,32.239356806068606,34.71964704744543,97.60288210328926,7953.0351136049885,7
2026-03-22 06:51:19,32.23919955606451,34.71935343162096,102.60041030107642,33.08836921848971,7
2026-03-22 06:51:21,32.20949689723004,34.73845234145108,5926.386065272119,0.0,8
2026-03-22 06:51:22,32.23882750251043,34.71912503232547,94.28089871963812,6922.746333933211,7
2026-03-22 06:51:23,32.23871240215288,34.71903160795286,98.65253644154227,16.110741593392934,7
2026-03-22 06:51:24,32.216227077368124,34.662936983043636,5475.7658655241985,7944.635999976567,7
2026-03-22 06:51:25,32.23583326693317,34.69129310982724,1010.778017116583,5640.861668154102,6
2026-03-22 06:51:26,32.243977326088846,34.71017843268007,-103.90729789755011,2286.1816512463065,5
2026-03-22 06:51:27,32.24372808660424,34.71011588618989,-102.56274621753607,28.291525684574793,6
2026-03-22 06:51:28,32.23548269106366,34.69102226194108,1010.1872359036078,2305.003771822382,6
2026-03-22 06:51:29,32.2355894118429,34.71054499077298,-1906.9897247967415,3448.957123584678,4
2026-03-22 06:51:31,32.23509727224943,34.69112047235868,975.1859160381287,0.0,6
2026-03-22 06:51:32,32.24307329571378,34.70962055225236,-107.12265745498078,2234.785543513837,5
2026-03-22 06:51:33,32.24293443238007,34.70949136817889,-116.77245662396393,21.873467235384513,5
