UTC Time,Latitude,Longitude,Altitude(m),Speed(m/s),Vx(m/s),Vy(m/s),Vz(m/s),Satellites Used
2026-03-22 06:46:28,32.16864943,34.81068283,58.585,6.94,6.083,-3.298,0.534,7
2026-03-22 06:46:29,32.16864395,34.81064065,54.136,5.387,3.428,-4.072,-0.833,8
2026-03-22 06:46:30,32.16873279,34.81056417,57.673,7.074,2.964,-5.326,3.589,8
2026-03-22 06:46:31,32.16878225,34.81049914,42.481,9.071,-2.003,-8.813,0.775,8
2026-03-22 06:46:32,32.16866866,34.81030857,72.121,14.137,13.345,-3.931,2.513,8
2026-03-22 06:46:33,32.16858246,34.81039061,84.21,11.888,11.272,3.682,0.846,8
2026-03-22 06:46:34,32.1686899,34.81051713,30.025,15.949,-13.108,-5.794,-6.998,7
2026-03-22 06:46:35,32.16861538,34.81053906,31.49,9.435,-6.485,-1.509,-6.685,8
2026-03-22 06:46:36,32.16866368,34.81052993,17.97,10.769,-8.389,-4.453,-5.077,8
2026-03-22 06:46:37,32.16859074,34.81045494,40.601,4.409,4.287,0.363,-0.965,7
2026-03-22 06:46:38,32.16836312,34.81037147,85.607,23.282,21.295,9.4,0.459,7
2026-03-22 06:46:39,32.16837228,34.81037331,62.14,7.529,6.036,1.038,-4.378,7
2026-03-22 06:46:40,32.16839146,34.81038527,43.824,6.783,-2.1,-2.806,-5.807,8
2026-03-22 06:46:41,32.16830408,34.81043027,35.715,8.964,-2.789,-0.679,-8.492,8
2026-03-22 06:46:42,32.16812377,34.81046632,37.432,12.109,1.523,3.472,-11.5,8
2026-03-22 06:46:43,32.16820938,34.81035747,35.986,4.979,1.197,-2.722,-3.993,7
2026-03-22 06:46:44,32.16820342,34.81034966,49.188,4.737,4.672,0.757,0.192,8
2026-03-22 06:46:45,32.16806685,34.81026697,30.733,9.954,2.101,-3.833,-8.943,8
2026-03-22 06:46:46,32.16806481,34.81023575,50.647,7.629,7.509,0.609,-1.201,7
2026-03-22 06:46:47,32.16796591,34.81019738,46.489,8.094,6.094,-0.293,-5.32,7
2026-03-22 06:46:48,32.1678418,34.81015183,71.914,15.169,14.112,5.001,-2.437,7
2026-03-22 06:46:49,32.1678601,34.81023373,39.836,8.08,-2.57,-0.91,-7.607,6
2026-03-22 06:46:50,32.16789833,34.81008291,37.585,7.154,0.34,-6.168,-3.608,6
2026-03-22 06:46:51,32.16787534,34.81019109,90.095,18.319,12.918,10.11,8.155,9
2026-03-22 06:46:52,32.16765933,34.81003484,37.445,15.657,0.667,-6.039,-14.43,8
2026-03-22 06:46:53,32.16774993,34.8099088,41.765,9.38,2.559,-7.914,-4.337,8
2026-03-22 06:46:54,32.16771334,34.80992562,42.175,5.698,1.997,-3.655,-3.888,7
2026-03-22 06:46:55,32.16759356,34.80974443,46.529,11.747,8.633,-5.349,-5.903,7
2026-03-22 06:46:56,32.16751452,34.80974015,35.487,10.579,3.735,-4.411,-8.861,7
2026-03-22 06:46:57,32.16756049,34.80976153,31.807,5.49,-0.134,-3.315,-4.374,7
2026-03-22 06:46:58,32.16749459,34.80971527,41.987,5.844,5.024,-0.566,-2.931,7
2026-03-22 06:46:59,32.16747025,34.80959996,31.198,8.103,2.97,-5.669,-4.97,7
2026-03-22 06:47:00,32.16727568,34.80958575,33.939,11.769,6.622,-0.689,-9.704,6
2026-03-22 06:47:01,32.16734053,34.80942914,48.623,10.697,10.172,-3.3,-0.26,7
2026-03-22 06:47:02,32.16724885,34.80945231,47.521,8.051,7.075,-0.24,-3.833,7
2026-03-22 06:47:03,32.16724248,34.80922453,61.449,13.877,13.146,-4.422,0.427,6
2026-03-22 06:47:04,32.16722064,34.80927458,44.064,6.429,2.4,-4.169,-4.266,7
2026-03-22 06:47:05,32.16717339,34.80919825,38.951,7.954,2.579,-5.217,-5.423,6
2026-03-22 06:47:06,32.16711066,34.80914846,52.257,8.127,7.535,-1.255,-2.775,7
2026-03-22 06:47:07,32.16709966,34.80895485,62.601,12.648,11.78,-4.603,0.124,7
2026-03-22 06:47:08,32.16706683,34.80901433,61.469,6.305,6.109,-0.696,-1.399,7
2026-03-22 06:47:09,32.16703652,34.80898552,53.028,5.201,2.527,-2.533,-3.775,7
2026-03-22 06:47:10,32.16700592,34.80896507,50.183,4.95,1.759,-2.29,-4.02,7
2026-03-22 06:47:11,32.16699218,34.80899946,59.666,3.755,3.218,1.709,-0.908,7
2026-03-22 06:47:12,32.16689574,34.80900151,62.912,6.548,4.659,3.017,-3.475,8
2026-03-22 06:47:13,32.16684819,34.8089631,67.4,6.825,5.792,2.128,-2.915,7
2026-03-22 06:47:14,32.16685789,34.80880288,38.531,12.112,-1.288,-9.397,-7.532,8
2026-03-22 06:47:15,32.16690955,34.80881723,49.222,3.937,0.889,-3.824,-0.303,9
2026-03-22 06:47:16,32.16701875,34.80878483,74.572,11.171,6.161,0.13,9.317,9
2026-03-22 06:47:17,32.16685778,34.80879404,29.14,13.333,-6.011,-6.248,-10.129,8
2026-03-22 06:47:18,32.1668617,34.80867707,36.261,7.533,0.816,-6.049,-4.414,7
2026-03-22 06:47:19,32.16692799,34.80854392,56.292,9.902,7.641,-4.776,4.106,7
2026-03-22 06:47:20,32.16684892,34.80847244,44.905,8.209,4.492,-6.215,-2.93,7
2026-03-22 06:47:21,32.16697219,34.80837286,56.188,9.931,5.586,-6.294,5.273,7
2026-03-22 06:47:22,32.16696126,34.80838131,43.883,5.748,-0.039,-5.746,0.133,7
2026-03-22 06:47:23,32.16696228,34.80832006,56.365,6.238,4.746,-2.946,2.776,7
2026-03-22 06:47:24,32.16703126,34.80826749,28.82,10.994,-5.015,-9.65,-1.61,6
2026-03-22 06:47:25,32.16702475,34.80814648,47.988,8.172,5.052,-5.746,2.872,6
2026-03-22 06:47:26,32.16710084,34.80807734,47.777,8.59,2.986,-6.656,4.535,6
2026-03-22 06:47:27,32.16717509,34.80796539,57.854,11.489,5.565,-6.515,7.655,7
2026-03-22 06:47:28,32.16714844,34.80792668,44.181,7.476,0.888,-7.392,0.681,6
2026-03-22 06:47:29,32.1672664,34.80787184,71.27,12.926,6.958,-2.488,10.606,8
2026-03-22 06:47:30,32.16733252,34.80764162,54.766,14.16,3.262,-12.706,5.332,8
2026-03-22 06:47:31,32.16733967,34.80760318,57.435,9.912,3.389,-8.395,4.036,7
2026-03-22 06:47:32,32.16730303,34.80761907,33.218,10.578,-4.331,-8.731,-4.112,6
2026-03-22 06:47:33,32.16735475,34.80759184,69.686,10.161,7.124,0.269,7.241,7
2026-03-22 06:47:34,32.16736186,34.80741224,45.54,10.26,1.292,-10.165,-0.53,6
2026-03-22 06:47:35,32.16732227,34.80736786,56.121,7.332,5.44,-4.895,0.449,7
2026-03-22 06:47:36,32.16731287,34.80719972,65.197,11.604,9.591,-6.265,1.849,7
2026-03-22 06:47:37,32.16735433,34.8071542,68.609,9.194,6.879,-5.068,3.393,7
2026-03-22 06:47:38,32.16764014,34.80699181,67.278,17.526,1.713,-12.182,12.483,6
2026-03-22 06:47:39,32.16750589,34.80696722,49.808,9.746,-0.697,-9.637,-1.271,7
2026-03-22 06:47:40,32.16757,34.80679103,54.945,11.986,3.562,-11.112,2.738,7
2026-03-22 06:47:41,32.16751597,34.80675656,41.893,10.046,0.298,-9.529,-3.165,6
2026-03-22 06:47:42,32.16762273,34.80661021,31.25,13.853,-1.698,-13.747,-0.157,7
2026-03-22 06:47:43,32.16769412,34.80628982,65.161,21.175,13.925,-12.582,9.808,7
2026-03-22 06:47:44,32.16761992,34.80636268,66.251,10.023,8.527,-4.081,3.331,7
2026-03-22 06:47:45,32.16765906,34.80632155,52.977,7.02,1.553,-6.816,0.641,7
2026-03-22 06:47:46,32.16771119,34.8062102,53.843,8.839,2.56,-8.074,2.527,7
2026-03-22 06:47:47,32.16775438,34.80605546,68.363,12.604,8.067,-7.414,6.23,7
2026-03-22 06:47:48,32.16789315,34.8061002,68.734,10.334,1.29,-4.861,9.027,8
2026-03-22 06:47:49,32.16779032,34.80609834,39.278,10.21,-5.382,-7.281,-4.718,7
2026-03-22 06:47:50,32.16781943,34.80597784,44.232,7.57,0.179,-7.537,-0.683,7
2026-03-22 06:47:51,32.16795722,34.80597638,58.529,8.744,1.442,-3.661,7.809,8
2026-03-22 06:47:52,32.16801549,34.80592094,68.294,10.067,3.644,-2.812,8.953,8
2026-03-22 06:47:53,32.16801351,34.80583819,69.938,8.19,4.464,-3.907,5.647,8
2026-03-22 06:47:54,32.16787426,34.80584389,45.362,8.828,-1.577,-5.04,-7.074,6
2026-03-22 06:47:55,32.16787523,34.80578365,63.572,5.579,5.395,-1.384,-0.33,6
2026-03-22 06:47:56,32.16775372,34.80589466,38.852,10.689,-3.67,-0.531,-10.025,6
2026-03-22 06:47:57,32.16779478,34.80584076,38.729,5.507,-1.872,-2.566,-4.499,7
2026-03-22 06:47:58,32.16781274,34.80587413,57.461,4.606,3.018,2.873,1.964,7
2026-03-22 06:47:59,32.16764678,34.80596654,23.557,13.839,-6.387,0.271,-12.273,6
2026-03-22 06:48:00,32.16770283,34.80614923,49.687,10.245,-1.589,10.117,0.305,7
2026-03-22 06:48:04,32.16715211,34.80522376,-226.904,26.54,-12.526,-12.606,-19.712,4
2026-03-22 06:48:06,32.16775667,34.80647432,81.269,0.0,0.0,0.0,0.0,5
2026-03-22 06:48:07,32.16760179,34.80648416,72.162,7.785,0.259,0.633,-7.755,6
2026-03-22 06:48:08,32.16746174,34.80655514,78.02,10.735,2.971,5.598,-8.664,6
2026-03-22 06:48:09,32.16745784,34.80670664,54.133,13.628,-8.045,3.488,-10.432,6
2026-03-22 06:48:10,32.16760477,34.80670036,53.849,7.663,-7.62,-0.137,-0.803,6
2026-03-22 06:48:11,32.16756208,34.80687133,53.355,9.717,-7.563,5.694,-2.19,6
2026-03-22 06:48:14,32.1682267,34.80865381,486.879,0.0,0.0,0.0,0.0,4
2026-03-22 06:48:18,32.1673783,34.80744407,62.315,0.0,0.0,0.0,0.0,8
2026-03-22 06:48:19,32.16736197,34.80770062,80.938,12.235,-0.031,11.767,3.353,8
2026-03-22 06:48:23,32.16483926,34.8113332,147.53,0.0,0.0,0.0,0.0,7
2026-03-22 06:48:26,32.168089,34.81033377,643.069,0.0,0.0,0.0,0.0,6
2026-03-22 06:48:28,32.17022378,34.81462608,1779.816,0.0,0.0,0.0,0.0,5
2026-03-22 06:48:30,32.16705324,34.80851462,48.387,0.0,0.0,0.0,0.0,6
2026-03-22 06:48:31,32.16690407,34.8084696,38.761,7.842,1.186,-1.244,-7.651,6
2026-03-22 06:48:32,32.16698727,34.8086668,60.607,9.09,0.925,8.463,3.186,6
2026-03-22 06:48:33,32.16677579,34.8085858,54.414,9.68,4.678,4.223,-7.348,7
2026-03-22 06:48:34,32.16636568,34.8090416,-22.85,42.299,-20.539,7.247,-36.261,7
2026-03-22 06:48:36,32.16772176,34.81083175,619.145,0.0,0.0,0.0,0.0,6
2026-03-22 06:48:37,32.16776188,34.81086569,616.235,2.482,-2.318,-0.052,0.887,6
2026-03-22 06:48:38,32.16771015,34.81087138,620.926,1.965,0.794,1.749,-0.411,6
2026-03-22 06:48:39,32.16786457,34.81088849,604.249,8.63,-7.523,-3.726,2.0,6
2026-03-22 06:48:40,32.167802,34.81089154,618.286,2.383,0.536,1.416,1.84,6
2026-03-22 06:48:41,32.1677537,34.81086745,604.551,4.582,-2.041,-1.9,-3.635,6
2026-03-22 06:48:42,32.16788185,34.81086051,608.461,4.851,-2.473,-2.327,3.464,6
2026-03-22 06:48:43,32.1677504,34.81084819,619.415,4.887,4.376,2.111,-0.525,6
2026-03-22 06:48:45,32.16667252,34.80901026,73.198,0.0,0.0,0.0,0.0,7
2026-03-22 06:48:46,32.16667885,34.80891626,69.788,3.81,0.954,-3.656,-0.488,7
2026-03-22 06:48:47,32.16660045,34.80882823,50.874,10.533,-1.27,-7.52,-7.265,6
2026-03-22 06:48:48,32.16655698,34.80883348,67.869,5.279,4.692,-0.479,-2.372,7
2026-03-22 06:48:49,32.16638636,34.80880953,84.278,12.806,11.201,4.443,-4.335,8
2026-03-22 06:48:50,32.16629955,34.80880364,23.873,21.982,-8.263,-8.022,-18.724,8
2026-03-22 06:48:51,32.16623363,34.80876505,24.563,14.693,-2.657,-4.987,-13.563,8
2026-03-22 06:48:52,32.16636932,34.8085608,78.342,17.323,15.126,-0.754,8.41,8
2026-03-22 06:48:53,32.16637181,34.80842803,73.253,12.541,10.472,-5.582,4.055,5
2026-03-22 06:48:54,32.16609735,34.80854851,36.37,16.067,-1.244,-3.047,-15.726,8
2026-03-22 06:48:55,32.16612729,34.80844356,51.277,7.677,5.078,-2.601,-5.137,8
2026-03-22 06:48:56,32.16608291,34.80833659,42.339,9.704,3.726,-6.004,-6.652,8
2026-03-22 06:48:57,32.16598778,34.80834033,37.448,9.536,2.64,-3.149,-8.605,7
2026-03-22 06:48:58,32.16589988,34.80823534,58.595,12.096,11.428,0.13,-3.96,8
2026-03-22 06:48:59,32.16589137,34.8082167,31.991,10.022,0.027,-5.527,-8.361,6
2026-03-22 06:49:00,32.16578135,34.80821883,60.293,11.086,9.972,3.703,-3.121,6
2026-03-22 06:49:01,32.16570542,34.8080452,58.697,12.132,10.751,-2.442,-5.063,6
2026-03-22 06:49:02,32.16575687,34.80807378,16.191,15.554,-6.98,-9.489,-10.158,7
2026-03-22 06:49:03,32.16554553,34.80796501,56.471,14.599,13.451,1.571,-5.452,6
2026-03-22 06:49:04,32.16549257,34.80779197,62.856,15.312,14.599,-2.47,-3.901,7
2026-03-22 06:49:05,32.16566063,34.80787945,53.641,3.618,1.055,-2.818,2.008,7
2026-03-22 06:49:06,32.16543095,34.8077511,27.334,15.114,0.537,-7.656,-13.021,6
2026-03-22 06:49:07,32.16528746,34.80753617,13.259,20.54,3.82,-12.038,-16.198,7
2026-03-22 06:49:08,32.16569152,34.80768681,79.467,22.312,9.62,4.795,19.552,6
2026-03-22 06:49:09,32.16524705,34.80747661,25.962,18.641,4.042,-7.986,-16.352,6
2026-03-22 06:49:10,32.16525758,34.80776445,106.205,27.836,18.331,19.493,7.672,4
2026-03-22 06:49:12,32.16506166,34.8074224,50.718,0.0,0.0,0.0,0.0,6
2026-03-22 06:49:13,32.16511003,34.80705879,42.446,14.274,4.594,-13.515,0.055,5
2026-03-22 06:49:14,32.16511473,34.80742649,120.309,29.738,16.393,18.268,16.79,5
2026-03-22 06:49:15,32.1648989,34.80693832,28.57,25.882,-0.971,-18.984,-17.565,5
2026-03-22 06:49:16,32.16475182,34.80703058,51.531,13.18,6.666,-2.112,-11.172,6
2026-03-22 06:49:17,32.16484499,34.80688161,99.112,19.982,18.63,2.058,6.927,6
2026-03-22 06:49:19,32.16464975,34.80690198,52.686,0.0,0.0,0.0,0.0,7
2026-03-22 06:49:20,32.16454284,34.80682676,79.485,12.06,11.144,4.291,1.692,8
2026-03-22 06:49:21,32.16447429,34.80680265,47.147,9.152,-0.456,-3.499,-8.445,8
2026-03-22 06:49:22,32.1644282,34.80675448,50.936,6.946,2.711,-2.238,-5.991,7
2026-03-22 06:49:23,32.16432286,34.80666301,39.232,11.477,2.385,-5.019,-10.042,7
2026-03-22 06:49:24,32.16430994,34.80671677,31.347,8.782,-1.669,-2.696,-8.189,5
2026-03-22 06:49:25,32.16437456,34.80670555,71.097,11.871,9.039,4.847,5.977,8
2026-03-22 06:49:26,32.16420659,34.80647809,51.1,12.081,8.019,-5.739,-6.979,8
2026-03-22 06:49:27,32.16410603,34.80662173,65.475,10.45,7.664,5.14,-4.902,7
2026-03-22 06:49:28,32.16395273,34.80656613,51.697,12.659,4.938,0.765,-11.631,8
2026-03-22 06:49:29,32.16371677,34.80678109,67.032,19.632,7.171,13.262,-12.573,9
2026-03-22 06:49:30,32.16380572,34.80680945,73.145,9.982,3.667,8.819,-2.902,9
2026-03-22 06:49:31,32.16367574,34.80674585,75.499,10.654,6.745,5.528,-6.121,9
2026-03-22 06:49:32,32.16390411,34.80635827,43.519,18.074,-0.925,-17.95,-1.907,8
2026-03-22 06:49:33,32.16373205,34.80639015,82.793,13.036,13.014,0.128,0.758,8
2026-03-22 06:49:34,32.16370512,34.80644614,80.679,6.845,6.536,1.766,-1.007,8
2026-03-22 06:49:35,32.16356789,34.80630434,56.416,12.876,2.891,-6.174,-10.923,8
2026-03-22 06:49:36,32.16365302,34.80641295,83.063,6.734,5.154,3.663,2.317,8
2026-03-22 06:49:37,32.16364114,34.80641598,69.678,1.967,-0.464,-0.135,-1.906,9
2026-03-22 06:49:38,32.16328221,34.80650277,75.146,17.131,6.332,8.502,-13.457,9
2026-03-22 06:49:39,32.163352,34.8063671,67.97,7.884,3.372,-1.429,-6.982,9
2026-03-22 06:49:40,32.1633306,34.80629877,79.401,7.551,7.088,-0.476,-2.558,9
2026-03-22 06:49:41,32.16344639,34.80621976,49.139,11.756,-4.704,-10.143,-3.631,8
2026-03-22 06:49:42,32.16341043,34.80635931,77.296,5.541,2.698,4.164,2.467,8
2026-03-22 06:49:43,32.16320699,34.80624747,60.729,10.354,3.366,-1.426,-9.687,7
2026-03-22 06:49:44,32.16349333,34.80633371,55.877,8.34,-6.739,-2.982,3.907,8
2026-03-22 06:49:45,32.16350674,34.80621404,83.999,10.736,6.093,-0.241,8.836,7
2026-03-22 06:49:46,32.1635282,34.80638799,86.491,8.582,0.186,5.437,6.638,8
2026-03-22 06:49:47,32.1634588,34.80624438,62.439,6.527,-2.137,-4.9,-3.745,8
2026-03-22 06:49:48,32.16350667,34.80631628,81.656,4.618,1.584,2.356,3.643,8
2026-03-22 06:49:49,32.16346207,34.80648611,102.171,12.849,3.861,11.242,4.879,8
2026-03-22 06:49:50,32.16328652,34.80631546,55.129,15.116,-3.684,-5.268,-13.681,7
2026-03-22 06:49:51,32.1633523,34.80633364,60.173,5.846,-2.475,-2.509,-4.665,6
2026-03-22 06:49:52,32.16347098,34.80646872,72.733,6.428,-3.203,3.507,4.332,7
2026-03-22 06:49:53,32.16336065,34.80632398,50.067,8.786,-2.967,-5.273,-6.37,7
2026-03-22 06:49:54,32.163324,34.80638068,68.239,4.018,2.762,2.599,-1.329,7
2026-03-22 06:50:13,32.16355205,34.80604948,49.964,1.761,1.532,0.671,-0.551,8
2026-03-22 06:50:14,32.16339362,34.80617961,42.298,9.454,-0.943,5.088,-7.912,8
2026-03-22 06:50:15,32.16342594,34.80617849,55.489,5.754,2.499,5.132,-0.725,9
2026-03-22 06:50:16,32.16336693,34.80631782,56.896,8.784,0.034,8.463,-2.351,8
2026-03-22 06:50:17,32.16336151,34.80632892,64.539,7.256,2.012,6.972,0.014,8
2026-03-22 06:50:18,32.16349662,34.80624335,50.694,5.003,-3.419,-2.965,2.133,9
2026-03-22 06:50:19,32.16336907,34.80637777,50.693,5.94,-2.474,4.105,-3.51,8
2026-03-22 06:50:20,32.16336261,34.8062858,72.924,8.243,6.803,3.997,2.385,8
2026-03-22 06:50:21,32.16346454,34.8063676,74.905,6.972,0.894,3.942,5.681,9
2026-03-22 06:50:22,32.16336827,34.80627617,48.305,7.886,-3.023,-4.311,-5.87,9
2026-03-22 06:50:23,32.16345974,34.80623759,72.0,6.281,3.831,-0.435,4.958,9
2026-03-22 06:50:24,32.1634357,34.80641116,68.491,5.313,-1.949,4.762,1.325,9
